,value_normalized
10283,"[0.8095238095238095, 0.5555555555555556, 1.0]"
10284,"[0.8095238095238095, 0.5555555555555556, 1.0, 1.0]"
10285,[1.0]
10286,"[1.0, 0.1111111111111111]"
10287,"[1.0, 0.1111111111111111, 0.5555555555555556]"
10288,"[1.0, 0.1111111111111111, 0.5555555555555556, 1.0]"
10289,"[1.0, 0.1111111111111111, 0.5555555555555556, 1.0, 0.5384615384615384]"
10290,[1.0]
10291,"[1.0, 1.0]"
10292,"[1.0, 1.0, 1.0]"
10293,"[1.0, 1.0, 1.0, 1.0]"
10294,[1.0]
10295,"[1.0, 0.5555555555555556]"
10296,"[1.0, 0.5555555555555556, 1.0]"
10297,"[1.0, 0.5555555555555556, 1.0, 1.0]"
10298,[1.0]
10299,"[1.0, 1.0]"
10300,"[1.0, 1.0, 1.0]"
10301,[1.0]
10302,"[1.0, 0.6923076923076923]"
10303,"[1.0, 0.6923076923076923, 1.0]"
10304,"[1.0, 0.6923076923076923, 1.0, 1.0]"
10305,"[1.0, 0.6923076923076923, 1.0, 1.0, 1.0]"
10306,[1.0]
10307,"[1.0, 0.3333333333333333]"
10308,"[1.0, 0.3333333333333333, 1.0]"
10309,"[1.0, 0.3333333333333333, 1.0, 0.5555555555555556]"
10310,[1.0]
10311,"[1.0, 1.0]"
10312,"[1.0, 1.0, 1.0]"
10313,"[1.0, 1.0, 1.0, 1.0]"
10314,[1.0]
10315,"[1.0, 1.0]"
10316,"[1.0, 1.0, 0.8461538461538461]"
10317,"[1.0, 1.0, 0.8461538461538461, 0.1111111111111111]"
10318,"[1.0, 1.0, 0.8461538461538461, 0.1111111111111111, 0.3333333333333333]"
10319,[1.0]
10320,"[1.0, 0.2]"
10321,"[1.0, 0.2, 0.3333333333333333]"
10322,[0.3333333333333333]
10323,"[0.3333333333333333, 1.0]"
10324,"[0.3333333333333333, 1.0, 0.7777777777777778]"
10325,"[0.3333333333333333, 1.0, 0.7777777777777778, 1.0]"
10326,"[0.3333333333333333, 1.0, 0.7777777777777778, 1.0, 1.0]"
10327,[1.0]
10328,"[1.0, 1.0]"
10329,"[1.0, 1.0, 0.6666666666666666]"
10330,"[1.0, 1.0, 0.6666666666666666, 0.238095238095238]"
10331,[1.0]
10332,"[1.0, 1.0]"
10333,"[1.0, 1.0, 0.238095238095238]"
10334,[1.0]
10335,"[1.0, 1.0]"
10336,"[1.0, 1.0, 1.0]"
10337,"[1.0, 1.0, 1.0, 1.0]"
10338,[1.0]
10339,"[1.0, 0.1111111111111111]"
10340,"[1.0, 0.1111111111111111, 0.8461538461538461]"
10341,[0.5384615384615384]
10342,"[0.5384615384615384, 0.238095238095238]"
10343,"[0.5384615384615384, 0.238095238095238, 1.0]"
10344,"[0.5384615384615384, 0.238095238095238, 1.0, 0.5555555555555556]"
10345,"[0.5384615384615384, 0.238095238095238, 1.0, 0.5555555555555556, 0.3333333333333333]"
10346,[0.5555555555555556]
10347,"[0.5555555555555556, 0.5555555555555556]"
10348,"[0.5555555555555556, 0.5555555555555556, 0.6666666666666666]"
10349,"[0.5555555555555556, 0.5555555555555556, 0.6666666666666666, 0.4285714285714285]"
10350,"[0.5555555555555556, 0.5555555555555556, 0.6666666666666666, 0.4285714285714285, 1.0]"
10351,[0.5555555555555556]
10352,"[0.5555555555555556, 0.8461538461538461]"
10353,"[0.5555555555555556, 0.8461538461538461, 1.0]"
10354,"[0.5555555555555556, 0.8461538461538461, 1.0, 1.0]"
10355,"[0.5555555555555556, 0.8461538461538461, 1.0, 1.0, 1.0]"
10356,[0.3333333333333333]
10357,"[0.3333333333333333, 1.0]"
10358,"[0.3333333333333333, 1.0, 1.0]"
10359,"[0.3333333333333333, 1.0, 1.0, 0.238095238095238]"
10360,[0.8095238095238095]
10361,"[0.8095238095238095, 1.0]"
10362,"[0.8095238095238095, 1.0, 0.3333333333333333]"
10363,"[0.8095238095238095, 1.0, 0.3333333333333333, 1.0]"
10364,"[0.8095238095238095, 1.0, 0.3333333333333333, 1.0, 0.8461538461538461]"
10365,[1.0]
10366,"[1.0, 0.3333333333333333]"
10367,"[1.0, 0.3333333333333333, 1.0]"
10368,"[1.0, 0.3333333333333333, 1.0, 1.0]"
10369,"[1.0, 0.3333333333333333, 1.0, 1.0, 1.0]"
10370,[1.0]
10371,"[1.0, 0.3846153846153846]"
10372,"[1.0, 0.3846153846153846, 0.3333333333333333]"
10373,"[1.0, 0.3846153846153846, 0.3333333333333333, 1.0]"
10374,"[1.0, 0.3846153846153846, 0.3333333333333333, 1.0, 1.0]"
10375,[1.0]
10376,"[1.0, 0.5555555555555556]"
10377,"[1.0, 0.5555555555555556, 1.0]"
10378,[1.0]
10379,"[1.0, 0.1111111111111111]"
10380,"[1.0, 0.1111111111111111, 1.0]"
10381,"[1.0, 0.1111111111111111, 1.0, 0.3333333333333333]"
10382,[0.3333333333333333]
10383,"[0.3333333333333333, 1.0]"
10384,"[0.3333333333333333, 1.0, 0.3333333333333333]"
10385,"[0.3333333333333333, 1.0, 0.3333333333333333, 0.7777777777777778]"
10386,[1.0]
10387,"[1.0, 0.6923076923076923]"
10388,"[1.0, 0.6923076923076923, 1.0]"
10389,"[1.0, 0.6923076923076923, 1.0, 1.0]"
10390,[0.5555555555555556]
10391,"[0.5555555555555556, 1.0]"
10392,"[0.5555555555555556, 1.0, 1.0]"
10393,"[0.5555555555555556, 1.0, 1.0, 0.3846153846153846]"
10394,"[0.5555555555555556, 1.0, 1.0, 0.3846153846153846, 1.0]"
10395,[1.0]
10396,"[1.0, 1.0]"
10397,"[1.0, 1.0, 1.0]"
10398,[0.5555555555555556]
10399,"[0.5555555555555556, 1.0]"
10400,"[0.5555555555555556, 1.0, 1.0]"
10401,"[0.5555555555555556, 1.0, 1.0, 1.0]"
10402,[1.0]
10403,"[1.0, 1.0]"
10404,"[1.0, 1.0, 1.0]"
10405,"[1.0, 1.0, 1.0, 1.0]"
10406,"[1.0, 1.0, 1.0, 1.0, 0.5555555555555556]"
10407,[0.2]
10408,"[0.2, 1.0]"
10409,"[0.2, 1.0, 1.0]"
10410,"[0.2, 1.0, 1.0, 0.6923076923076923]"
10411,[0.5555555555555556]
10412,"[0.5555555555555556, 1.0]"
10413,"[0.5555555555555556, 1.0, 1.0]"
10414,"[0.5555555555555556, 1.0, 1.0, 1.0]"
10415,"[0.5555555555555556, 1.0, 1.0, 1.0, 1.0]"
10416,[1.0]
10417,"[1.0, 1.0]"
10418,"[1.0, 1.0, 1.0]"
10419,"[1.0, 1.0, 1.0, 1.0]"
10420,"[1.0, 1.0, 1.0, 1.0, 1.0]"
10421,[1.0]
10422,"[1.0, 1.0]"
10423,"[1.0, 1.0, 0.7777777777777778]"
10424,"[1.0, 1.0, 0.7777777777777778, 0.6666666666666666]"
10425,[1.0]
10426,"[1.0, 0.3846153846153846]"
10427,"[1.0, 0.3846153846153846, 1.0]"
10428,[1.0]
10429,"[1.0, 1.0]"
10430,"[1.0, 1.0, 1.0]"
10431,"[1.0, 1.0, 1.0, 1.0]"
10432,[1.0]
10433,"[1.0, 1.0]"
10434,"[1.0, 1.0, 1.0]"
10435,"[1.0, 1.0, 1.0, 1.0]"
10436,"[1.0, 1.0, 1.0, 1.0, 0.5555555555555556]"
10437,[1.0]
10438,"[1.0, 1.0]"
10439,"[1.0, 1.0, 1.0]"
10440,[1.0]
10441,"[1.0, 0.8461538461538461]"
10442,"[1.0, 0.8461538461538461, 0.6666666666666666]"
10443,[1.0]
10444,"[1.0, 1.0]"
10445,"[1.0, 1.0, 0.6666666666666666]"
10446,"[1.0, 1.0, 0.6666666666666666, 1.0]"
10447,[0.1111111111111111]
10448,"[0.1111111111111111, 1.0]"
10449,"[0.1111111111111111, 1.0, 1.0]"
10450,"[0.1111111111111111, 1.0, 1.0, 0.3846153846153846]"
10451,[1.0]
10452,"[1.0, 1.0]"
10453,"[1.0, 1.0, 0.7777777777777778]"
10454,"[1.0, 1.0, 0.7777777777777778, 1.0]"
10455,[1.0]
10456,"[1.0, 0.5555555555555556]"
10457,"[1.0, 0.5555555555555556, 0.6923076923076923]"
10458,"[1.0, 0.5555555555555556, 0.6923076923076923, 1.0]"
10459,"[1.0, 0.5555555555555556, 0.6923076923076923, 1.0, 1.0]"
10460,[0.8]
10461,"[0.8, 0.3333333333333333]"
10462,"[0.8, 0.3333333333333333, 0.8095238095238095]"
10463,"[0.8, 0.3333333333333333, 0.8095238095238095, 1.0]"
10464,[1.0]
10465,"[1.0, 1.0]"
10466,"[1.0, 1.0, 1.0]"
10467,"[1.0, 1.0, 1.0, 1.0]"
10468,[1.0]
10469,"[1.0, 1.0]"
10470,"[1.0, 1.0, 1.0]"
10471,[1.0]
10472,"[1.0, 1.0]"
10473,"[1.0, 1.0, 1.0]"
10474,"[1.0, 1.0, 1.0, 0.3333333333333333]"
10475,"[1.0, 1.0, 1.0, 0.3333333333333333, 0.6190476190476191]"
10476,[1.0]
10477,"[1.0, 1.0]"
10478,"[1.0, 1.0, 1.0]"
10479,"[1.0, 1.0, 1.0, 0.5555555555555556]"
10480,"[1.0, 1.0, 1.0, 0.5555555555555556, 0.8095238095238095]"
10481,[1.0]
10482,"[1.0, 1.0]"
10483,"[1.0, 1.0, 1.0]"
10484,"[1.0, 1.0, 1.0, 0.1111111111111111]"
10485,[0.1111111111111111]
10486,"[0.1111111111111111, 1.0]"
10487,"[0.1111111111111111, 1.0, 0.6]"
10488,"[0.1111111111111111, 1.0, 0.6, 0.6190476190476191]"
10489,[1.0]
10490,"[1.0, 0.8461538461538461]"
10491,"[1.0, 0.8461538461538461, 0.3333333333333333]"
10492,"[1.0, 0.8461538461538461, 0.3333333333333333, 1.0]"
10493,[1.0]
10494,"[1.0, 0.3333333333333333]"
10495,"[1.0, 0.3333333333333333, 1.0]"
10496,"[1.0, 0.3333333333333333, 1.0, 1.0]"
10497,[0.6666666666666666]
10498,"[0.6666666666666666, 1.0]"
10499,"[0.6666666666666666, 1.0, 1.0]"
10500,"[0.6666666666666666, 1.0, 1.0, 1.0]"
10501,"[0.6666666666666666, 1.0, 1.0, 1.0, 0.4285714285714285]"
10502,[1.0]
10503,"[1.0, 1.0]"
10504,"[1.0, 1.0, 1.0]"
10505,"[1.0, 1.0, 1.0, 1.0]"
10506,"[1.0, 1.0, 1.0, 1.0, 1.0]"
10507,[1.0]
10508,"[1.0, 0.8095238095238095]"
10509,"[1.0, 0.8095238095238095, 0.6923076923076923]"
10510,"[1.0, 0.8095238095238095, 0.6923076923076923, 1.0]"
10511,[1.0]
10512,"[1.0, 1.0]"
10513,"[1.0, 1.0, 1.0]"
10514,"[1.0, 1.0, 1.0, 1.0]"
10515,"[1.0, 1.0, 1.0, 1.0, 0.5555555555555556]"
10516,[0.7777777777777778]
10517,"[0.7777777777777778, 0.3333333333333333]"
10518,"[0.7777777777777778, 0.3333333333333333, 1.0]"
10519,"[0.7777777777777778, 0.3333333333333333, 1.0, 0.3846153846153846]"
10520,[1.0]
10521,"[1.0, 0.3846153846153846]"
10522,"[1.0, 0.3846153846153846, 0.3333333333333333]"
10523,"[1.0, 0.3846153846153846, 0.3333333333333333, 1.0]"
10524,"[1.0, 0.3846153846153846, 0.3333333333333333, 1.0, 1.0]"
10525,[0.6666666666666666]
10526,"[0.6666666666666666, 1.0]"
10527,"[0.6666666666666666, 1.0, 1.0]"
10528,"[0.6666666666666666, 1.0, 1.0, 0.5555555555555556]"
10529,[1.0]
10530,"[1.0, 1.0]"
10531,"[1.0, 1.0, 1.0]"
10532,"[1.0, 1.0, 1.0, 0.3333333333333333]"
10533,[1.0]
10534,"[1.0, 0.6666666666666666]"
10535,"[1.0, 0.6666666666666666, 1.0]"
10536,"[1.0, 0.6666666666666666, 1.0, 1.0]"
10537,"[1.0, 0.6666666666666666, 1.0, 1.0, 1.0]"
10538,[0.7777777777777778]
10539,"[0.7777777777777778, 1.0]"
10540,"[0.7777777777777778, 1.0, 1.0]"
10541,"[0.7777777777777778, 1.0, 1.0, 1.0]"
10542,[1.0]
10543,"[1.0, 1.0]"
10544,"[1.0, 1.0, 1.0]"
10545,"[1.0, 1.0, 1.0, 1.0]"
10546,[0.4285714285714285]
10547,"[0.4285714285714285, 1.0]"
10548,"[0.4285714285714285, 1.0, 1.0]"
10549,"[0.4285714285714285, 1.0, 1.0, 1.0]"
10550,"[0.4285714285714285, 1.0, 1.0, 1.0, 0.6666666666666666]"
10551,[1.0]
10552,"[1.0, 0.8461538461538461]"
10553,"[1.0, 0.8461538461538461, 1.0]"
10554,"[1.0, 0.8461538461538461, 1.0, 0.7777777777777778]"
10555,"[1.0, 0.8461538461538461, 1.0, 0.7777777777777778, 1.0]"
10556,[1.0]
10557,"[1.0, 0.6190476190476191]"
10558,"[1.0, 0.6190476190476191, 0.1111111111111111]"
10559,"[1.0, 0.6190476190476191, 0.1111111111111111, 0.5555555555555556]"
10560,[0.2]
10561,"[0.2, 1.0]"
10562,"[0.2, 1.0, 1.0]"
10563,"[0.2, 1.0, 1.0, 1.0]"
10564,"[0.2, 1.0, 1.0, 1.0, 1.0]"
10565,[1.0]
10566,"[1.0, 0.3333333333333333]"
10567,"[1.0, 0.3333333333333333, 1.0]"
10568,"[1.0, 0.3333333333333333, 1.0, 1.0]"
10569,"[1.0, 0.3333333333333333, 1.0, 1.0, 1.0]"
10570,[0.3333333333333333]
10571,"[0.3333333333333333, 1.0]"
10572,"[0.3333333333333333, 1.0, 1.0]"
10573,"[0.3333333333333333, 1.0, 1.0, 1.0]"
10574,"[0.3333333333333333, 1.0, 1.0, 1.0, 0.3333333333333333]"
10575,[1.0]
10576,"[1.0, 1.0]"
10577,"[1.0, 1.0, 0.2]"
10578,"[1.0, 1.0, 0.2, 0.3333333333333333]"
10579,"[1.0, 1.0, 0.2, 0.3333333333333333, 0.3846153846153846]"
10580,[0.3333333333333333]
10581,"[0.3333333333333333, 0.3333333333333333]"
10582,"[0.3333333333333333, 0.3333333333333333, 1.0]"
10583,"[0.3333333333333333, 0.3333333333333333, 1.0, 1.0]"
10584,[1.0]
10585,"[1.0, 0.8095238095238095]"
10586,"[1.0, 0.8095238095238095, 0.6923076923076923]"
10587,"[1.0, 0.8095238095238095, 0.6923076923076923, 0.6666666666666666]"
10588,"[1.0, 0.8095238095238095, 0.6923076923076923, 0.6666666666666666, 1.0]"
10589,[0.6923076923076923]
10590,"[0.6923076923076923, 1.0]"
10591,"[0.6923076923076923, 1.0, 1.0]"
10592,[1.0]
10593,"[1.0, 1.0]"
10594,"[1.0, 1.0, 1.0]"
10595,"[1.0, 1.0, 1.0, 1.0]"
10596,[1.0]
10597,"[1.0, 1.0]"
10598,"[1.0, 1.0, 1.0]"
10599,"[1.0, 1.0, 1.0, 1.0]"
10600,[1.0]
10601,"[1.0, 1.0]"
10602,"[1.0, 1.0, 1.0]"
10603,"[1.0, 1.0, 1.0, 1.0]"
10604,"[1.0, 1.0, 1.0, 1.0, 0.4285714285714285]"
10605,[1.0]
10606,"[1.0, 0.7777777777777778]"
10607,"[1.0, 0.7777777777777778, 0.238095238095238]"
10608,"[1.0, 0.7777777777777778, 0.238095238095238, 1.0]"
10609,[1.0]
10610,"[1.0, 1.0]"
10611,"[1.0, 1.0, 1.0]"
10612,"[1.0, 1.0, 1.0, 1.0]"
10613,"[1.0, 1.0, 1.0, 1.0, 1.0]"
10614,[0.6190476190476191]
10615,"[0.6190476190476191, 0.2]"
10616,"[0.6190476190476191, 0.2, 1.0]"
10617,"[0.6190476190476191, 0.2, 1.0, 1.0]"
10618,"[0.6190476190476191, 0.2, 1.0, 1.0, 1.0]"
10619,[0.3333333333333333]
10620,"[0.3333333333333333, 1.0]"
10621,"[0.3333333333333333, 1.0, 1.0]"
10622,"[0.3333333333333333, 1.0, 1.0, 0.1111111111111111]"
10623,"[0.3333333333333333, 1.0, 1.0, 0.1111111111111111, 1.0]"
10624,[1.0]
10625,"[1.0, 1.0]"
10626,"[1.0, 1.0, 0.7777777777777778]"
10627,"[1.0, 1.0, 0.7777777777777778, 1.0]"
10628,"[1.0, 1.0, 0.7777777777777778, 1.0, 0.5555555555555556]"
10629,[1.0]
10630,"[1.0, 1.0]"
10631,"[1.0, 1.0, 1.0]"
10632,"[1.0, 1.0, 1.0, 1.0]"
10633,[1.0]
10634,"[1.0, 0.8095238095238095]"
10635,"[1.0, 0.8095238095238095, 1.0]"
10636,"[1.0, 0.8095238095238095, 1.0, 0.7777777777777778]"
10637,[1.0]
10638,"[1.0, 1.0]"
10639,"[1.0, 1.0, 0.4285714285714285]"
10640,[1.0]
10641,"[1.0, 1.0]"
10642,"[1.0, 1.0, 1.0]"
10643,"[1.0, 1.0, 1.0, 1.0]"
10644,[0.5555555555555556]
10645,"[0.5555555555555556, 1.0]"
10646,"[0.5555555555555556, 1.0, 0.6923076923076923]"
10647,"[0.5555555555555556, 1.0, 0.6923076923076923, 1.0]"
10648,[0.5384615384615384]
10649,"[0.5384615384615384, 1.0]"
10650,"[0.5384615384615384, 1.0, 0.7777777777777778]"
10651,"[0.5384615384615384, 1.0, 0.7777777777777778, 1.0]"
10652,"[0.5384615384615384, 1.0, 0.7777777777777778, 1.0, 0.3333333333333333]"
10653,[1.0]
10654,"[1.0, 1.0]"
10655,"[1.0, 1.0, 0.3846153846153846]"
10656,"[1.0, 1.0, 0.3846153846153846, 1.0]"
10657,"[1.0, 1.0, 0.3846153846153846, 1.0, 0.3333333333333333]"
10658,[1.0]
10659,"[1.0, 1.0]"
10660,"[1.0, 1.0, 0.3333333333333333]"
10661,"[1.0, 1.0, 0.3333333333333333, 1.0]"
10662,[0.6666666666666666]
10663,"[0.6666666666666666, 1.0]"
10664,"[0.6666666666666666, 1.0, 1.0]"
10665,"[0.6666666666666666, 1.0, 1.0, 0.5555555555555556]"
10666,"[0.6666666666666666, 1.0, 1.0, 0.5555555555555556, 1.0]"
10667,[0.6]
10668,"[0.6, 1.0]"
10669,"[0.6, 1.0, 0.5555555555555556]"
10670,"[0.6, 1.0, 0.5555555555555556, 1.0]"
10671,[1.0]
10672,"[1.0, 0.1111111111111111]"
10673,"[1.0, 0.1111111111111111, 0.8461538461538461]"
10674,"[1.0, 0.1111111111111111, 0.8461538461538461, 1.0]"
10675,"[1.0, 0.1111111111111111, 0.8461538461538461, 1.0, 0.6190476190476191]"
10676,[1.0]
10677,"[1.0, 0.8095238095238095]"
10678,"[1.0, 0.8095238095238095, 1.0]"
10679,"[1.0, 0.8095238095238095, 1.0, 1.0]"
10680,"[1.0, 0.8095238095238095, 1.0, 1.0, 0.7777777777777778]"
10681,[1.0]
10682,"[1.0, 0.7777777777777778]"
10683,"[1.0, 0.7777777777777778, 1.0]"
10684,"[1.0, 0.7777777777777778, 1.0, 1.0]"
10685,[1.0]
10686,"[1.0, 1.0]"
10687,"[1.0, 1.0, 1.0]"
10688,"[1.0, 1.0, 1.0, 1.0]"
10689,"[1.0, 1.0, 1.0, 1.0, 1.0]"
10690,[0.5555555555555556]
10691,"[0.5555555555555556, 1.0]"
10692,"[0.5555555555555556, 1.0, 0.6666666666666666]"
10693,"[0.5555555555555556, 1.0, 0.6666666666666666, 0.8461538461538461]"
10694,"[0.5555555555555556, 1.0, 0.6666666666666666, 0.8461538461538461, 0.6190476190476191]"
10695,[1.0]
10696,"[1.0, 1.0]"
10697,"[1.0, 1.0, 1.0]"
10698,"[1.0, 1.0, 1.0, 1.0]"
10699,"[1.0, 1.0, 1.0, 1.0, 1.0]"
10700,[1.0]
10701,"[1.0, 0.3846153846153846]"
10702,"[1.0, 0.3846153846153846, 1.0]"
10703,"[1.0, 0.3846153846153846, 1.0, 0.1111111111111111]"
10704,"[1.0, 0.3846153846153846, 1.0, 0.1111111111111111, 1.0]"
10705,[1.0]
10706,"[1.0, 1.0]"
10707,"[1.0, 1.0, 1.0]"
10708,"[1.0, 1.0, 1.0, 0.6190476190476191]"
10709,[1.0]
10710,"[1.0, 1.0]"
10711,"[1.0, 1.0, 0.7777777777777778]"
10712,"[1.0, 1.0, 0.7777777777777778, 1.0]"
10713,"[1.0, 1.0, 0.7777777777777778, 1.0, 0.5384615384615384]"
10714,[1.0]
10715,"[1.0, 1.0]"
10716,"[1.0, 1.0, 1.0]"
10717,[1.0]
10718,"[1.0, 1.0]"
10719,"[1.0, 1.0, 0.1111111111111111]"
10720,[1.0]
10721,"[1.0, 0.3333333333333333]"
10722,"[1.0, 0.3333333333333333, 0.1111111111111111]"
10723,"[1.0, 0.3333333333333333, 0.1111111111111111, 1.0]"
10724,[1.0]
10725,"[1.0, 1.0]"
10726,"[1.0, 1.0, 1.0]"
10727,"[1.0, 1.0, 1.0, 0.3846153846153846]"
10728,"[1.0, 1.0, 1.0, 0.3846153846153846, 0.7777777777777778]"
10729,[1.0]
10730,"[1.0, 1.0]"
10731,"[1.0, 1.0, 0.6923076923076923]"
10732,"[1.0, 1.0, 0.6923076923076923, 1.0]"
10733,[1.0]
10734,"[1.0, 1.0]"
10735,"[1.0, 1.0, 1.0]"
10736,"[1.0, 1.0, 1.0, 1.0]"
10737,"[1.0, 1.0, 1.0, 1.0, 0.3333333333333333]"
10738,[0.1111111111111111]
10739,"[0.1111111111111111, 1.0]"
10740,"[0.1111111111111111, 1.0, 1.0]"
10741,"[0.1111111111111111, 1.0, 1.0, 1.0]"
10742,[1.0]
10743,"[1.0, 1.0]"
10744,"[1.0, 1.0, 0.8095238095238095]"
10745,"[1.0, 1.0, 0.8095238095238095, 0.3333333333333333]"
10746,"[1.0, 1.0, 0.8095238095238095, 0.3333333333333333, 1.0]"
10747,[1.0]
10748,"[1.0, 1.0]"
10749,"[1.0, 1.0, 1.0]"
10750,[0.5555555555555556]
10751,"[0.5555555555555556, 0.6923076923076923]"
10752,"[0.5555555555555556, 0.6923076923076923, 1.0]"
10753,"[0.5555555555555556, 0.6923076923076923, 1.0, 1.0]"
10754,[1.0]
10755,"[1.0, 1.0]"
10756,"[1.0, 1.0, 0.5384615384615384]"
10757,"[1.0, 1.0, 0.5384615384615384, 1.0]"
10758,"[1.0, 1.0, 0.5384615384615384, 1.0, 0.7777777777777778]"
10759,[0.6190476190476191]
10760,"[0.6190476190476191, 0.3333333333333333]"
10761,"[0.6190476190476191, 0.3333333333333333, 1.0]"
10762,"[0.6190476190476191, 0.3333333333333333, 1.0, 0.6666666666666666]"
10763,[1.0]
10764,"[1.0, 1.0]"
10765,"[1.0, 1.0, 1.0]"
10766,"[1.0, 1.0, 1.0, 0.6666666666666666]"
10767,[0.2]
10768,"[0.2, 1.0]"
10769,"[0.2, 1.0, 0.3333333333333333]"
10770,"[0.2, 1.0, 0.3333333333333333, 1.0]"
10771,"[0.2, 1.0, 0.3333333333333333, 1.0, 1.0]"
10772,[1.0]
10773,"[1.0, 0.3333333333333333]"
10774,"[1.0, 0.3333333333333333, 0.5384615384615384]"
10775,"[1.0, 0.3333333333333333, 0.5384615384615384, 1.0]"
10776,[1.0]
10777,"[1.0, 1.0]"
10778,"[1.0, 1.0, 1.0]"
10779,"[1.0, 1.0, 1.0, 0.5384615384615384]"
10780,[0.4285714285714285]
10781,"[0.4285714285714285, 1.0]"
10782,"[0.4285714285714285, 1.0, 0.6]"
10783,"[0.4285714285714285, 1.0, 0.6, 1.0]"
10784,"[0.4285714285714285, 1.0, 0.6, 1.0, 1.0]"
10785,[1.0]
10786,"[1.0, 1.0]"
10787,"[1.0, 1.0, 1.0]"
10788,"[1.0, 1.0, 1.0, 0.8095238095238095]"
10789,"[1.0, 1.0, 1.0, 0.8095238095238095, 0.7777777777777778]"
10790,[0.1111111111111111]
10791,"[0.1111111111111111, 1.0]"
10792,"[0.1111111111111111, 1.0, 1.0]"
10793,"[0.1111111111111111, 1.0, 1.0, 0.8095238095238095]"
10794,[1.0]
10795,"[1.0, 1.0]"
10796,"[1.0, 1.0, 0.5555555555555556]"
10797,[1.0]
10798,"[1.0, 0.6923076923076923]"
10799,"[1.0, 0.6923076923076923, 1.0]"
10800,"[1.0, 0.6923076923076923, 1.0, 0.238095238095238]"
10801,[1.0]
10802,"[1.0, 1.0]"
10803,"[1.0, 1.0, 1.0]"
10804,"[1.0, 1.0, 1.0, 0.7777777777777778]"
10805,[1.0]
10806,"[1.0, 1.0]"
10807,"[1.0, 1.0, 0.1111111111111111]"
10808,"[1.0, 1.0, 0.1111111111111111, 1.0]"
10809,"[1.0, 1.0, 0.1111111111111111, 1.0, 1.0]"
10810,[1.0]
10811,"[1.0, 1.0]"
10812,"[1.0, 1.0, 1.0]"
10813,"[1.0, 1.0, 1.0, 1.0]"
10814,[1.0]
10815,"[1.0, 1.0]"
10816,"[1.0, 1.0, 0.3846153846153846]"
10817,"[1.0, 1.0, 0.3846153846153846, 1.0]"
10818,[0.6666666666666666]
10819,"[0.6666666666666666, 0.1111111111111111]"
10820,"[0.6666666666666666, 0.1111111111111111, 1.0]"
10821,"[0.6666666666666666, 0.1111111111111111, 1.0, 1.0]"
10822,"[0.6666666666666666, 0.1111111111111111, 1.0, 1.0, 0.4285714285714285]"
10823,[1.0]
10824,"[1.0, 0.4285714285714285]"
10825,"[1.0, 0.4285714285714285, 0.7777777777777778]"
10826,"[1.0, 0.4285714285714285, 0.7777777777777778, 0.6]"
10827,[1.0]
10828,"[1.0, 0.5555555555555556]"
10829,"[1.0, 0.5555555555555556, 0.8461538461538461]"
10830,"[1.0, 0.5555555555555556, 0.8461538461538461, 0.5555555555555556]"
10831,[0.1111111111111111]
10832,"[0.1111111111111111, 1.0]"
10833,"[0.1111111111111111, 1.0, 0.4285714285714285]"
10834,"[0.1111111111111111, 1.0, 0.4285714285714285, 0.2]"
10835,"[0.1111111111111111, 1.0, 0.4285714285714285, 0.2, 1.0]"
10836,[1.0]
10837,"[1.0, 0.4285714285714285]"
10838,"[1.0, 0.4285714285714285, 1.0]"
10839,"[1.0, 0.4285714285714285, 1.0, 0.6666666666666666]"
10840,[0.8461538461538461]
10841,"[0.8461538461538461, 1.0]"
10842,"[0.8461538461538461, 1.0, 1.0]"
10843,"[0.8461538461538461, 1.0, 1.0, 0.6]"
10844,"[0.8461538461538461, 1.0, 1.0, 0.6, 0.3333333333333333]"
10845,[1.0]
10846,"[1.0, 0.6666666666666666]"
10847,"[1.0, 0.6666666666666666, 1.0]"
10848,"[1.0, 0.6666666666666666, 1.0, 0.8095238095238095]"
10849,[0.3333333333333333]
10850,"[0.3333333333333333, 1.0]"
10851,"[0.3333333333333333, 1.0, 0.8]"
10852,"[0.3333333333333333, 1.0, 0.8, 0.1111111111111111]"
10853,"[0.3333333333333333, 1.0, 0.8, 0.1111111111111111, 1.0]"
10854,[1.0]
10855,"[1.0, 1.0]"
10856,"[1.0, 1.0, 0.8461538461538461]"
10857,"[1.0, 1.0, 0.8461538461538461, 0.5555555555555556]"
10858,"[1.0, 1.0, 0.8461538461538461, 0.5555555555555556, 0.4285714285714285]"
10859,[1.0]
10860,"[1.0, 0.238095238095238]"
10861,"[1.0, 0.238095238095238, 1.0]"
10862,"[1.0, 0.238095238095238, 1.0, 1.0]"
10863,[1.0]
10864,"[1.0, 1.0]"
10865,"[1.0, 1.0, 1.0]"
10866,"[1.0, 1.0, 1.0, 1.0]"
10867,[1.0]
10868,"[1.0, 0.5555555555555556]"
10869,"[1.0, 0.5555555555555556, 1.0]"
10870,"[1.0, 0.5555555555555556, 1.0, 1.0]"
10871,"[1.0, 0.5555555555555556, 1.0, 1.0, 0.6190476190476191]"
10872,[1.0]
10873,"[1.0, 0.8095238095238095]"
10874,"[1.0, 0.8095238095238095, 0.5384615384615384]"
10875,"[1.0, 0.8095238095238095, 0.5384615384615384, 1.0]"
10876,"[1.0, 0.8095238095238095, 0.5384615384615384, 1.0, 0.1111111111111111]"
10877,[1.0]
10878,"[1.0, 1.0]"
10879,"[1.0, 1.0, 1.0]"
